Year,Team,Name,Salary,Prev_Salary,is_rookie
2024,KT,우규민,20000,22000,X
2023,KT,우규민,22000,25000,X
2022,SAMSUNG,우규민,25000,20000,X
2021,SAMSUNG,우규민,20000,20000,X
2020,SAMSUNG,우규민,20000,70000,X
2019,SAMSUNG,우규민,70000,70000,X
2018,SAMSUNG,우규민,70000,70000,X
2017,SAMSUNG,우규민,70000,70000,X
2016,SAMSUNG,우규민,70000,40000,X
2015,LG,우규민,40000,30000,X
2014,LG,우규민,30000,18000,X
2013,LG,우규민,18000,NaN,X
2016,SAMSUNG,우동균,5500,5500,X
2015,SAMSUNG,우동균,5500,6000,X
2014,SAMSUNG,우동균,6000,5500,X
2013,SAMSUNG,우동균,5500,NaN,X
2015,SAMSUNG,우병걸,2700,NaN,O
2024,SAMSUNG,우승완,3000,NaN,O
2023,HEROES,우승원,3000,3000,X
2022,HEROES,우승원,3000,NaN,O
2024,LG,우정안,3000,NaN,O
2024,KT,우종휘,3000,3000,X
2022,KT,우종휘,3000,3000,X
2021,KT,우종휘,3000,NaN,O
2024,KT,원상현,4000,3000,X
2023,KT,원상현,3000,NaN,O
2022,LG,원상훈,3000,NaN,O
2024,HEROES,원성준,4000,3000,X
2023,HEROES,원성준,3000,NaN,O
2015,SK/SSG,원용묵,2700,NaN,O
2013,DOOSAN,원용묵,2700,2600,X
2012,DOOSAN,원용묵,2600,2400,X
2009,DOOSAN,원용묵,2400,2100,X
2008,DOOSAN,원용묵,2100,2100,X
2007,DOOSAN,원용묵,2100,2000,X
2006,DOOSAN,원용묵,2000,NaN,O
2024,NC,원종해,3000,3000,X
2023,NC,원종해,3000,NaN,O
2024,HANWHA,원종혁,3000,3000,X
2023,HANWHA,원종혁,3000,NaN,O
2024,HEROES,원종현,50000,50000,X
2023,HEROES,원종현,50000,50000,X
2022,HEROES,원종현,50000,27000,X
2021,NC,원종현,27000,30000,X
2020,NC,원종현,30000,26000,X
2019,NC,원종현,26000,20000,X
2018,NC,원종현,20000,18500,X
2017,NC,원종현,18500,14000,X
2016,NC,원종현,14000,8000,X
2015,NC,원종현,8000,8000,X
2014,NC,원종현,8000,2400,X
2013,NC,원종현,2400,NaN,O
2024,SAMSUNG,원태인,63000,43000,X
2023,SAMSUNG,원태인,43000,35000,X
2022,SAMSUNG,원태인,35000,30000,X
2021,SAMSUNG,원태인,30000,13000,X
2020,SAMSUNG,원태인,13000,8000,X
2019,SAMSUNG,원태인,8000,2700,X
2018,SAMSUNG,원태인,2700,NaN,O
2022,HANWHA,원혁재,3100,3000,X
2021,HANWHA,원혁재,3000,2800,X
2017,HANWHA,원혁재,2800,2700,X
2016,HANWHA,원혁재,2700,NaN,O
2015,SAMSUNG,웹스터,75000,NaN,X
2005,SK/SSG,위재영,13000,9750,X
2004,SK/SSG,위재영,9750,9750,X
2003,HYUNDAI,위재영,9750,12750,X
2002,HYUNDAI,위재영,12750,15000,X
2001,HYUNDAI,위재영,15000,12500,X
2012,SK/SSG,위준호,2400,2400,X
2011,SK/SSG,위준호,2400,NaN,O
2024,LOTTE,유강남,110000,100000,X
2023,LOTTE,유강남,100000,60000,X
2022,LOTTE,유강남,60000,27000,X
2021,LG,유강남,27000,30000,X
2020,LG,유강남,30000,23000,X
2019,LG,유강남,23000,21000,X
2018,LG,유강남,21000,18500,X
2017,LG,유강남,18500,10000,X
2016,LG,유강남,10000,8100,X
2015,LG,유강남,8100,2700,X
2014,LG,유강남,2700,2700,X
2013,LG,유강남,2700,2400,X
2011,LG,유강남,2400,2400,X
2010,LG,유강남,2400,NaN,O
2016,LG,유경국,3000,2700,X
2015,LG,유경국,2700,2700,X
2014,LG,유경국,2700,NaN,O
2018,KIA,유근상,2800,NaN,O
2012,KIA,유동훈,17500,15000,X
2011,KIA,유동훈,15000,18000,X
2010,KIA,유동훈,18000,21000,X
2009,KIA,유동훈,21000,9000,X
2008,KIA,유동훈,9000,6000,X
2007,KIA,유동훈,6000,3500,X
2003,KIA,유동훈,3500,3000,X
2002,KIA,유동훈,3000,3400,X
2024,HANWHA,유로결,3500,3300,X
2023,HANWHA,유로결,3300,3300,X
2022,HANWHA,유로결,3300,3300,X
2021,HANWHA,유로결,3300,3200,X
2020,HANWHA,유로결,3200,NaN,X
2013,LOTTE,유먼,36000,27500,X
2012,LOTTE,유먼,27500,20000,X
2011,LOTTE,유먼,20000,NaN,X
2024,HANWHA,유민,3000,3000,X
2021,HANWHA,유민,3000,NaN,O
2020,KIA,유민상,10500,6000,X
2019,KIA,유민상,6000,4300,X
2018,KIA,유민상,4300,4500,X
2017,KIA,유민상,4500,4500,X
2016,KT,유민상,4500,3200,X
2015,KT,유민상,3200,2800,X
2014,DOOSAN,유민상,2800,NaN,O
2024,SAMSUNG,유병선,3000,3000,X
2023,SAMSUNG,유병선,3000,NaN,O
2022,HANWHA,유상빈,3300,3000,X
2021,HANWHA,유상빈,3000,NaN,O
2021,SK/SSG,유서준,3000,3100,X
2020,SK/SSG,유서준,3100,3100,X
2019,SK/SSG,유서준,3100,2900,X
2015,SK/SSG,유서준,2900,2900,X
2014,SK/SSG,유서준,2900,NaN,O
2014,HEROES,유선정,3600,3600,X
2010,HEROES,유선정,3600,2200,X
2009,HEROES,유선정,2200,2200,X
2008,HEROES,유선정,2200,2000,X
2007,HEROES,유선정,2000,2000,X
2006,HYUNDAI,유선정,2000,NaN,O
2024,KIA,유승철,3800,3600,X
2023,KIA,유승철,3600,3800,X
2022,KIA,유승철,3800,4000,X
2021,KIA,유승철,4000,6000,X
2018,KIA,유승철,6000,2800,X
2017,KIA,유승철,2800,2700,X
2016,KIA,유승철,2700,NaN,O
2003,HANWHA,유영민,1800,NaN,O
2019,NC,유영준,2800,2700,X
2018,NC,유영준,2700,2700,X
2017,NC,유영준,2700,2700,X
2016,NC,유영준,2700,2700,X
2014,NC,유영준,2700,2400,X
2013,NC,유영준,2400,NaN,O
2024,LG,유영찬,21000,8500,X
2023,LG,유영찬,8500,3100,X
2022,LG,유영찬,3100,2700,X
2019,LG,유영찬,2700,NaN,O
2013,SK/SSG,유영하,2400,NaN,O
2008,KIA,유용목,2300,2300,X
2007,KIA,유용목,2300,2200,X
2006,SAMSUNG,유용목,2200,NaN,O
2020,KT,유원상,8000,4000,X
2019,KT,유원상,4000,6000,X
2018,NC,유원상,6000,6000,X
2017,NC,유원상,6000,6000,X
2016,LG,유원상,6000,7500,X
2015,LG,유원상,7500,12000,X
2014,LG,유원상,12000,7500,X
2013,LG,유원상,7500,12500,X
2012,LG,유원상,12500,6000,X
2011,LG,유원상,6000,5500,X
2010,LG,유원상,5500,5500,X
2009,HANWHA,유원상,5500,5000,X
2008,HANWHA,유원상,5000,3000,X
2007,HANWHA,유원상,3000,2100,X
2006,HANWHA,유원상,2100,NaN,O
2017,LG,유원석,2700,NaN,O
2019,HANWHA,유장혁,3200,2700,X
2018,HANWHA,유장혁,2700,NaN,O
2019,KIA,유재신,4700,5700,X
2018,KIA,유재신,5700,6500,X
2017,KIA,유재신,6500,6500,X
2016,KIA,유재신,6500,6000,X
2015,HEROES,유재신,6000,4000,X
2014,HEROES,유재신,4000,4200,X
2013,HEROES,유재신,4200,3200,X
2012,HEROES,유재신,3200,2400,X
2011,HEROES,유재신,2400,2400,X
2008,HEROES,유재신,2400,2000,X
2007,HEROES,유재신,2000,NaN,O
2011,SK/SSG,유재웅,4800,4800,X
2010,DOOSAN,유재웅,4800,5000,X
2009,DOOSAN,유재웅,5000,4400,X
2008,DOOSAN,유재웅,4400,2800,X
2007,DOOSAN,유재웅,2800,3200,X
2006,DOOSAN,유재웅,3200,2000,X
2003,DOOSAN,유재웅,2000,NaN,O
2001,DOOSAN,유재웅,2000,NaN,O
2021,DOOSAN,유재유,3200,3200,X
2020,DOOSAN,유재유,3200,3200,X
2017,DOOSAN,유재유,3200,3000,X
2016,LG,유재유,3000,2700,X
2015,LG,유재유,2700,NaN,O
2013,KIA,유재혁,2700,NaN,O
2024,NC,유재현,3000,NaN,O
2016,HEROES,유재훈,2700,2700,X
2015,HEROES,유재훈,2700,NaN,O
2015,LOTTE,유정민,2700,2400,X
2011,LOTTE,유정민,2400,NaN,O
2023,LOTTE,유제모,3000,NaN,O
2024,KT,유준규,3000,3000,X
2021,KT,유준규,3000,3000,X
2020,KT,유준규,3000,NaN,O
2024,KIA,유지성,3200,3100,X
2023,KIA,유지성,3100,3000,X
2022,KIA,유지성,3000,2700,X
2019,KIA,유지성,2700,NaN,O
2015,KIA,유창식,6000,6400,X
2014,KIA,유창식,6400,6400,X
2013,HANWHA,유창식,6400,6400,X
2012,HANWHA,유창식,6400,6400,X
2011,HANWHA,유창식,6400,2400,X
2010,HANWHA,유창식,2400,NaN,O
2014,DOOSAN,유창준,2800,2600,X
2013,DOOSAN,유창준,2600,NaN,O
2020,KT,유한준,50000,50000,X
2019,KT,유한준,50000,60000,X
2018,KT,유한준,60000,60000,X
2017,KT,유한준,60000,60000,X
2016,KT,유한준,60000,60000,X
2015,KT,유한준,60000,28000,X
2014,HEROES,유한준,28000,11500,X
2013,HEROES,유한준,11500,11500,X
2012,HEROES,유한준,11500,12500,X
2011,HEROES,유한준,12500,8800,X
2010,HEROES,유한준,8800,3500,X
2009,HEROES,유한준,3500,3500,X
2006,HYUNDAI,유한준,3500,2100,X
2005,HYUNDAI,유한준,2100,2000,X
2004,HYUNDAI,유한준,2000,NaN,O
2001,LG,유현승,4100,2500,X
2003,HANWHA,유혜정,1900,1700,X
2002,HANWHA,유혜정,1700,NaN,O
2024,KT,유호식,3000,3000,X
2022,SK/SSG,유호식,3000,3000,X
2021,SK/SSG,유호식,3000,3000,X
2020,SK/SSG,유호식,3000,2700,X
2017,SK/SSG,유호식,2700,NaN,O
2020,DOOSAN,유희관,30000,47000,X
2019,DOOSAN,유희관,47000,35000,X
2018,DOOSAN,유희관,35000,50000,X
2017,DOOSAN,유희관,50000,50000,X
2016,DOOSAN,유희관,50000,40000,X
2015,DOOSAN,유희관,40000,20000,X
2014,DOOSAN,유희관,20000,10000,X
2013,DOOSAN,유희관,10000,2600,X
2012,DOOSAN,유희관,2600,2500,X
2009,DOOSAN,유희관,2500,NaN,O
2024,SAMSUNG,육선엽,3500,3000,X
2023,SAMSUNG,육선엽,3000,NaN,O
2024,KT,육청명,3500,3000,X
2023,KT,육청명,3000,NaN,O
2019,SK/SSG,윤강민,2700,2700,X
2018,NC,윤강민,2700,2700,X
2017,NC,윤강민,2700,2700,X
2014,NC,윤강민,2700,2400,X
2012,NC,윤강민,2400,NaN,O
2023,KT,윤강찬,3000,3000,X
2022,KT,윤강찬,3000,2700,X
2021,KT,윤강찬,2700,2700,X
2019,KT,윤강찬,2700,2700,X
2017,KT,윤강찬,2700,NaN,O
2009,HANWHA,윤경영,2400,2200,X
2007,HANWHA,윤경영,2200,NaN,O
2019,HANWHA,윤규진,17000,20000,X
2018,HANWHA,윤규진,20000,21000,X
2017,HANWHA,윤규진,21000,18000,X
2016,HANWHA,윤규진,18000,17000,X
2015,HANWHA,윤규진,17000,12000,X
2014,HANWHA,윤규진,12000,8000,X
2013,HANWHA,윤규진,8000,7500,X
2010,HANWHA,윤규진,7500,6500,X
2009,HANWHA,윤규진,6500,7500,X
2008,HANWHA,윤규진,7500,4000,X
2007,HANWHA,윤규진,4000,4800,X
2006,HANWHA,윤규진,4800,4300,X
2004,HANWHA,윤규진,4300,2300,X
2003,HANWHA,윤규진,2300,2000,X
2002,HANWHA,윤규진,2000,NaN,O
2018,KT,윤근영,3700,4200,X
2017,KT,윤근영,4200,4000,X
2016,KT,윤근영,4000,6200,X
2015,KT,윤근영,6200,6200,X
2014,KT,윤근영,6200,5700,X
2013,HANWHA,윤근영,5700,NaN,X
2011,HANWHA,윤근영,3600,2600,X
2010,HANWHA,윤근영,2600,2500,X
2009,HANWHA,윤근영,2500,2500,X
2006,HANWHA,윤근영,2500,NaN,O
2014,HANWHA,윤기호,2700,2600,X
2013,HANWHA,윤기호,2600,NaN,O
2018,LOTTE,윤길현,50000,50000,X
2017,LOTTE,윤길현,50000,50000,X
2016,LOTTE,윤길현,50000,50000,X
2015,LOTTE,윤길현,50000,22000,X
2014,SK/SSG,윤길현,22000,14500,X
2013,SK/SSG,윤길현,14500,12500,X
2012,SK/SSG,윤길현,12500,15500,X
2011,SK/SSG,윤길현,15500,13000,X
2008,SK/SSG,윤길현,13000,12000,X
2007,SK/SSG,윤길현,12000,7300,X
2006,SK/SSG,윤길현,7300,5600,X
2005,SK/SSG,윤길현,5600,3300,X
2004,SK/SSG,윤길현,3300,3500,X
2003,SK/SSG,윤길현,3500,2500,X
2002,SK/SSG,윤길현,2500,2000,X
2001,SK/SSG,윤길현,2000,NaN,O
2024,HANWHA,윤대경,7000,11000,X
2023,HANWHA,윤대경,11000,9000,X
2022,HANWHA,윤대경,9000,9730,X
2021,HANWHA,윤대경,9730,7700,X
2020,HANWHA,윤대경,7700,2800,X
2019,HANWHA,윤대경,2800,2800,X
2016,SAMSUNG,윤대경,2800,2800,X
2014,SAMSUNG,윤대경,2800,NaN,O
2018,LG,윤대영,3300,2900,X
2017,LG,윤대영,2900,2700,X
2014,NC,윤대영,2700,2400,X
2013,NC,윤대영,2400,2400,X
2012,NC,윤대영,2400,NaN,O
2014,KT,윤도경,2700,NaN,O
2024,KIA,윤도현,3200,3000,X
2023,KIA,윤도현,3000,3000,X
2022,KIA,윤도현,3000,3000,X
2021,KIA,윤도현,3000,NaN,O
2024,LOTTE,윤동희,20000,9000,X
2023,LOTTE,윤동희,9000,3300,X
2022,LOTTE,윤동희,3300,3000,X
2021,LOTTE,윤동희,3000,NaN,O
2022,LOTTE,윤명준,6000,14000,X
2021,DOOSAN,윤명준,14000,15600,X
2020,DOOSAN,윤명준,15600,21000,X
2019,DOOSAN,윤명준,21000,14500,X
2018,DOOSAN,윤명준,14500,11500,X
2015,DOOSAN,윤명준,11500,10700,X
2014,DOOSAN,윤명준,10700,5700,X
2013,DOOSAN,윤명준,5700,2400,X
2012,DOOSAN,윤명준,2400,2400,X
2011,DOOSAN,윤명준,2400,NaN,O
2021,KIA,윤민석,3000,NaN,O
2012,KIA,윤민섭,2400,NaN,O
2017,NC,윤병호,3500,3000,X
2016,NC,윤병호,3000,2900,X
2015,NC,윤병호,2900,2700,X
2014,NC,윤병호,2700,NaN,O
2022,HANWHA,윤산흠,4800,3100,X
2021,HANWHA,윤산흠,3100,3000,X
2020,HANWHA,윤산흠,3000,2700,X
2019,DOOSAN,윤산흠,2700,2700,X
2018,DOOSAN,윤산흠,2700,NaN,O
2003,DOOSAN,윤상무,2000,NaN,O
2024,KT,윤상인,3000,NaN,O
2019,SK/SSG,윤석민,18000,24000,X
2019,SK/SSG,윤석민,18000,20000,X
2018,KT,윤석민,24000,125000,X
2018,KIA,윤석민,20000,125000,X
2018,KT,윤석민,24000,31000,X
2018,KIA,윤석민,20000,31000,X
2017,KT,윤석민,31000,125000,X
2017,KIA,윤석민,125000,125000,X
2017,KT,윤석민,31000,21000,X
2017,KIA,윤석민,125000,21000,X
2016,KT,윤석민,21000,125000,X
2016,KIA,윤석민,125000,125000,X
2016,KT,윤석민,21000,16000,X
2016,KIA,윤석민,125000,16000,X
2015,KIA,윤석민,125000,125000,X
2015,HEROES,윤석민,16000,125000,X
2015,KIA,윤석민,125000,9700,X
2015,HEROES,윤석민,16000,9700,X
2014,KIA,윤석민,125000,7700,X
2014,HEROES,윤석민,9700,7700,X
2013,HEROES,윤석민,7700,38000,X
2013,HEROES,윤석민,7700,7700,X
2012,KIA,윤석민,38000,38000,X
2012,DOOSAN,윤석민,7700,38000,X
2012,KIA,윤석민,38000,4100,X
2012,DOOSAN,윤석민,7700,4100,X
2011,KIA,윤석민,38000,19000,X
2011,DOOSAN,윤석민,4100,19000,X
2011,KIA,윤석민,38000,2400,X
2011,DOOSAN,윤석민,4100,2400,X
2010,KIA,윤석민,19000,22000,X
2010,DOOSAN,윤석민,2400,22000,X
2009,KIA,윤석민,22000,18000,X
2008,KIA,윤석민,18000,11000,X
2007,KIA,윤석민,11000,9000,X
2007,KIA,윤석민,11000,2000,X
2006,KIA,윤석민,9000,4500,X
2006,DOOSAN,윤석민,2000,4500,X
2006,KIA,윤석민,9000,2000,X
2006,DOOSAN,윤석민,2000,2000,X
2005,KIA,윤석민,4500,2000,X
2005,DOOSAN,윤석민,2000,2000,X
2004,DOOSAN,윤석민,2000,NaN,O
2023,HEROES,윤석원,4300,3000,X
2022,HEROES,윤석원,3000,3000,X
2021,HEROES,윤석원,3000,NaN,O
2015,SK/SSG,윤석주,2800,2700,X
2014,SK/SSG,윤석주,2700,2400,X
2013,SK/SSG,윤석주,2400,NaN,O
2008,SK/SSG,윤석주,2000,NaN,O
2008,SK/SSG,윤성길,6000,NaN,X
2023,SK/SSG,윤성보,3000,NaN,O
2024,LOTTE,윤성빈,3100,3100,X
2023,LOTTE,윤성빈,3100,3100,X
2022,LOTTE,윤성빈,3100,3100,X
2021,LOTTE,윤성빈,3100,3100,X
2020,LOTTE,윤성빈,3100,2800,X
2019,LOTTE,윤성빈,2800,4200,X
2018,LOTTE,윤성빈,4200,2700,X
2017,LOTTE,윤성빈,2700,2700,X
2016,LOTTE,윤성빈,2700,NaN,O
2019,SAMSUNG,윤성환,40000,40000,X
2018,SAMSUNG,윤성환,40000,80000,X
2017,SAMSUNG,윤성환,80000,80000,X
2016,SAMSUNG,윤성환,80000,80000,X
2015,SAMSUNG,윤성환,80000,80000,X
2014,SAMSUNG,윤성환,80000,45000,X
2013,SAMSUNG,윤성환,45000,30000,X
2012,SAMSUNG,윤성환,30000,25000,X
2011,SAMSUNG,윤성환,25000,15000,X
2010,SAMSUNG,윤성환,15000,18000,X
2009,SAMSUNG,윤성환,18000,11000,X
2008,SAMSUNG,윤성환,11000,7000,X
2007,SAMSUNG,윤성환,7000,NaN,X
2020,KT,윤세훈,3000,NaN,O
2020,NC,윤수강,3100,3200,X
2019,NC,윤수강,3200,2700,X
2017,NC,윤수강,2700,NaN,O
2022,LOTTE,윤수녕,3000,NaN,O
2021,DOOSAN,윤수호,4000,5000,X
2018,DOOSAN,윤수호,5000,4700,X
2017,DOOSAN,윤수호,4700,2700,X
2016,NC,윤수호,2700,2700,X
2015,NC,윤수호,2700,2700,X
2014,KT,윤수호,2700,NaN,O
2005,DOOSAN,윤승균,3400,NaN,X
2018,HANWHA,윤승열,3100,2900,X
2015,HANWHA,윤승열,2900,2400,X
2013,HANWHA,윤승열,2400,2400,X
2011,HANWHA,윤승열,2400,NaN,O
2015,LG,윤여운,2700,2700,X
2014,KT,윤여운,2700,2400,X
2013,LOTTE,윤여운,2400,2400,X
2011,LOTTE,윤여운,2400,NaN,O
2019,HEROES,윤영삼,9800,6000,X
2018,HEROES,윤영삼,6000,4500,X
2017,HEROES,윤영삼,4500,2900,X
2016,HEROES,윤영삼,2900,2500,X
2013,HEROES,윤영삼,2500,2400,X
2012,NC,윤영삼,2400,2400,X
2010,SAMSUNG,윤영삼,2400,NaN,O
2016,SAMSUNG,윤영수,2900,2700,X
2014,SAMSUNG,윤영수,2700,NaN,O
2024,KIA,윤영철,12000,9000,X
2023,KIA,윤영철,9000,3000,X
2022,KIA,윤영철,3000,NaN,O
2015,KIA,윤완주,3500,3500,X
2014,KIA,윤완주,3500,3500,X
2013,KIA,윤완주,3500,NaN,X
2016,KT,윤요섭,5600,6500,X
2015,KT,윤요섭,6500,6000,X
2014,KT,윤요섭,6000,10000,X
2013,LG,윤요섭,10000,6500,X
2012,LG,윤요섭,6500,4200,X
2011,LG,윤요섭,4200,NaN,X
2008,SK/SSG,윤재국,5500,5500,X
2007,HANWHA,윤재국,5500,5200,X
2006,DOOSAN,윤재국,5200,NaN,X
2003,DOOSAN,윤재국,5000,5000,X
2002,LOTTE,윤재국,5000,4300,X
2001,LOTTE,윤재국,4300,4300,X
2024,SAMSUNG,윤정빈,7400,3700,X
2023,SAMSUNG,윤정빈,3700,3200,X
2022,SAMSUNG,윤정빈,3200,3000,X
2021,SAMSUNG,윤정빈,3000,2900,X
2019,SAMSUNG,윤정빈,2900,2900,X
2018,SAMSUNG,윤정빈,2900,2700,X
2017,SAMSUNG,윤정빈,2700,NaN,O
2018,SK/SSG,윤정우,3000,3000,X
2017,SK/SSG,윤정우,3000,4000,X
2016,SK/SSG,윤정우,4000,2900,X
2015,KIA,윤정우,2900,2800,X
2014,LG,윤정우,2800,NaN,O
2011,LG,윤정우,2600,2400,X
2010,KIA,윤정우,2400,NaN,O
2023,HEROES,윤정현,4000,4500,X
2022,HEROES,윤정현,4500,4100,X
2021,HEROES,윤정현,4100,3500,X
2020,HEROES,윤정현,3500,2700,X
2019,HEROES,윤정현,2700,2700,X
2018,HEROES,윤정현,2700,NaN,O
2022,SAMSUNG,윤정훈,3100,3000,X
2021,SAMSUNG,윤정훈,3000,NaN,O
2020,KT,윤종휘,2700,2700,X
2019,KT,윤종휘,2700,NaN,O
2024,KT,윤준혁,3500,3000,X
2023,KT,윤준혁,3000,3000,X
2021,KT,윤준혁,3000,3000,X
2020,KT,윤준혁,3000,2700,X
2019,KT,윤준혁,2700,NaN,O
2023,DOOSAN,윤준호,3000,3000,X
2022,DOOSAN,윤준호,3000,NaN,O
2024,KIA,윤중현,6000,6500,X
2023,KIA,윤중현,6500,7900,X
2022,KIA,윤중현,7900,6500,X
2021,KIA,윤중현,6500,3000,X
2020,KIA,윤중현,3000,2700,X
2017,KIA,윤중현,2700,NaN,O
2015,HANWHA,윤중환,2800,2800,X
2014,SK/SSG,윤중환,2800,2400,X
2010,SK/SSG,윤중환,2400,NaN,O
2018,NC,윤지웅,5800,5800,X
2017,LG,윤지웅,5800,9500,X
2016,LG,윤지웅,9500,12500,X
2015,LG,윤지웅,12500,7000,X
2014,LG,윤지웅,7000,3500,X
2013,LG,윤지웅,3500,NaN,X
2010,HEROES,윤지웅,2400,NaN,O
2018,LG,윤진호,6000,4200,X
2017,LG,윤진호,4200,4000,X
2016,LG,윤진호,4000,3300,X
2015,LG,윤진호,3300,3300,X
2014,LG,윤진호,3300,3300,X
2011,LG,윤진호,3300,2600,X
2010,LG,윤진호,2600,2400,X
2009,LG,윤진호,2400,NaN,O
2002,DOOSAN,윤태수,2000,2000,X
2001,DOOSAN,윤태수,2000,NaN,O
2022,SK/SSG,윤태현,3000,3000,X
2021,SK/SSG,윤태현,3000,NaN,O
2024,DOOSAN,윤태호,3000,3000,X
2023,DOOSAN,윤태호,3000,3000,X
2021,DOOSAN,윤태호,3000,NaN,O
2018,KIA,윤해진,3900,NaN,X
2024,HEROES,윤현,3000,NaN,O
2003,SK/SSG,윤현식,2000,2700,X
2002,LG,윤현식,2700,2500,X
2001,LG,윤현식,2500,2300,X
2003,SK/SSG,윤형국,2200,2200,X
2002,SK/SSG,윤형국,2200,NaN,O
2014,NC,윤형배,2700,2400,X
2013,NC,윤형배,2400,NaN,O
2023,NC,윤형준,6500,4000,X
2022,NC,윤형준,4000,4000,X
2021,NC,윤형준,4000,3000,X
2020,NC,윤형준,3000,NaN,O
2006,KIA,윤형진,2200,2500,X
2005,KIA,윤형진,2500,2500,X
2004,KIA,윤형진,2500,4500,X
2003,KIA,윤형진,4500,4500,X
2001,KIA,윤형진,4500,2700,X
2023,LG,윤호솔,7000,8700,X
2022,LG,윤호솔,8700,6350,X
2021,HANWHA,윤호솔,6350,3100,X
2020,HANWHA,윤호솔,3100,2900,X
2019,HANWHA,윤호솔,2900,2700,X
2018,HANWHA,윤호솔,2700,2700,X
2017,HANWHA,윤호솔,2700,NaN,O
2009,KIA,윤효섭,2400,NaN,O
2019,SK/SSG,윤희상,7500,15500,X
2018,SK/SSG,윤희상,15500,13000,X
2017,SK/SSG,윤희상,13000,15000,X
2016,SK/SSG,윤희상,15000,12000,X
2015,SK/SSG,윤희상,12000,13500,X
2014,SK/SSG,윤희상,13500,16000,X
2013,SK/SSG,윤희상,16000,13000,X
2012,SK/SSG,윤희상,13000,4500,X
2011,SK/SSG,윤희상,4500,2500,X
2010,SK/SSG,윤희상,2500,2400,X
2009,SK/SSG,윤희상,2400,2000,X
2008,SK/SSG,윤희상,2000,NaN,O
2004,SK/SSG,윤희상,2000,NaN,O
2017,KIA,윤희영,2700,NaN,O
2021,LG,이강욱,3000,2700,X
2018,LG,이강욱,2700,2700,X
2017,LG,이강욱,2700,NaN,O
2024,HEROES,이강준,3200,3200,X
2022,HEROES,이강준,3200,3000,X
2021,LOTTE,이강준,3000,3000,X
2020,LOTTE,이강준,3000,2700,X
2019,KT,이강준,2700,NaN,O
2004,KIA,이강철,20000,20000,X
2003,KIA,이강철,20000,20000,X
2002,KIA,이강철,20000,18000,X
2001,KIA,이강철,18000,17000,X
2015,NC,이강혁,2700,NaN,O
2022,SK/SSG,이거연,3000,2700,X
2019,SK/SSG,이거연,2700,NaN,O
2024,SK/SSG,이건욱,3200,6100,X
2023,SK/SSG,이건욱,6100,3100,X
2022,SK/SSG,이건욱,3100,3200,X
2021,SK/SSG,이건욱,3200,3000,X
2020,SK/SSG,이건욱,3000,3000,X
2019,SK/SSG,이건욱,3000,2700,X
2016,SK/SSG,이건욱,2700,2700,X
2015,SK/SSG,이건욱,2700,NaN,O
2013,SK/SSG,이건욱,2400,NaN,O
2013,KIA,이경록,2800,NaN,O
2003,DOOSAN,이경민,2000,NaN,O
2015,LOTTE,이경우,2800,2700,X
2014,LOTTE,이경우,2700,NaN,O
2011,LOTTE,이경우,2400,2400,X
2010,LOTTE,이경우,2400,NaN,O
2004,KIA,이경원,2100,2100,X
2003,KIA,이경원,2100,1800,X
2002,KIA,이경원,1800,NaN,O
2013,SK/SSG,이경재,2400,2400,X
2012,SK/SSG,이경재,2400,NaN,O
2003,DOOSAN,이경필,7000,4500,X
2002,DOOSAN,이경필,4500,5500,X
2001,DOOSAN,이경필,5500,6000,X
2008,LG,이경환,2200,2200,X
2007,DOOSAN,이경환,2200,2000,X
2002,DOOSAN,이경환,2000,NaN,O
2001,LG,이광우,9000,9750,X
2024,DOOSAN,이교훈,3800,3300,X
2023,DOOSAN,이교훈,3300,3300,X
2021,DOOSAN,이교훈,3300,3100,X
2020,DOOSAN,이교훈,3100,2700,X
2019,DOOSAN,이교훈,2700,2700,X
2018,DOOSAN,이교훈,2700,NaN,O
2019,KT,이구름,2700,NaN,O
2017,NC,이국필,2700,NaN,O
2010,SAMSUNG,이규대,2400,NaN,O
2023,KT,이근혁,3000,NaN,O
2022,DOOSAN,이기석,3000,NaN,O
2023,SK/SSG,이기순,3100,3000,X
2022,SK/SSG,이기순,3000,3000,X
2021,SK/SSG,이기순,3000,NaN,O
2020,SAMSUNG,이기용,3000,NaN,O
2024,HANWHA,이기창,3000,3000,X
2023,HANWHA,이기창,3000,NaN,O
2017,LG,이나현,2700,NaN,O
2017,SK/SSG,이대수,7000,35000,X
2016,SK/SSG,이대수,35000,35000,X
2015,SK/SSG,이대수,35000,35000,X
2014,SK/SSG,이대수,35000,35000,X
2013,SK/SSG,이대수,35000,14000,X
2012,HANWHA,이대수,14000,14000,X
2011,HANWHA,이대수,14000,9000,X
2010,HANWHA,이대수,9000,8000,X
2009,HANWHA,이대수,8000,8700,X
2008,DOOSAN,이대수,8700,9500,X
2007,DOOSAN,이대수,9500,4500,X
2006,DOOSAN,이대수,4500,4500,X
2005,SK/SSG,이대수,4500,2900,X
2004,SK/SSG,이대수,2900,2100,X
2003,SK/SSG,이대수,2100,1800,X
2002,SK/SSG,이대수,1800,NaN,O
2020,KT,이대은,5000,10000,X
2019,KT,이대은,10000,2700,X
2018,KT,이대은,2700,NaN,O
2001,LOTTE,이대일,1800,NaN,O
2011,LG,이대진,5000,11000,X
2010,LG,이대진,11000,11000,X
2009,KIA,이대진,11000,10000,X
